Ship,Duration,Level,Target Artifact,Ancient puzzle cube,Puzzle cube,Puzzle cube (Epic),Mystical puzzle cube,Mystical puzzle cube (Rare),Unsolvable puzzle cube,Unsolvable puzzle cube (Rare),Unsolvable puzzle cube (Epic),Unsolvable puzzle cube (Legendary),Basic lunar totem,Lunar totem,Lunar totem (Rare),Powerful lunar totem,Powerful lunar totem (Rare),Eggceptional lunar totem,Eggceptional lunar totem (Rare),Eggceptional lunar totem (Epic),Eggceptional lunar totem (Legendary),Simple Demeters necklace,Jeweled Demeters necklace,Jeweled Demeters necklace (Rare),Pristine Demeters necklace,Pristine Demeters necklace (Rare),Pristine Demeters necklace (Epic),Beggspoke Demeters necklace,Beggspoke Demeters necklace (Rare),Beggspoke Demeters necklace (Epic),Beggspoke Demeters necklace (Legendary),Tiny vial of Martian dust,Vial of Martian dust,Vial of Martian dust (Rare),Hermetic vial of Martian dust,Hermetic vial of Martian dust (Epic),Prime vial of Martian dust,Prime vial of Martian dust (Rare),Prime vial of Martian dust (Legendary),Plain Aurelian brooch,Aurelian brooch,Jeweled Aurelian brooch,Jeweled Aurelian brooch (Rare),Jeweled Aurelian brooch (Epic),Eggceptional Aurelian brooch,Eggceptional Aurelian brooch (Rare),Eggceptional Aurelian brooch (Epic),Eggceptional Aurelian brooch (Legendary),Crude tungsten ankh,Tungsten ankh,Tungsten ankh (Rare),Polished tungsten ankh,Polished tungsten ankh (Rare),Polished tungsten ankh (Legendary),Brilliant tungsten ankh,Brilliant tungsten ankh (Rare),Brilliant tungsten ankh (Legendary),Plain gusset,Ornate gusset,Ornate gusset (Epic),Distegguished gusset,Distegguished gusset (Rare),Jeweled gusset,Jeweled gusset (Epic),Jeweled gusset (Legendary),Weak neodymium medallion,Neodymium medallion,Neodymium medallion (Rare),Precise neodymium medallion,Precise neodymium medallion (Epic),Eggceptional neodymium medallion,Eggceptional neodymium medallion (Rare),Eggceptional neodymium medallion (Epic),Eggceptional neodymium medallion (Legendary),Misaligned Mercury's lens,Mercury's lens,Mercury's lens (Rare),Precise Mercury's lens,Precise Mercury's lens (Rare),Meggnificent Mercury's lens,Meggnificent Mercury's lens (Rare),Meggnificent Mercury's lens (Epic),Meggnificent Mercury's lens (Legendary),Dull beak of Midas,Beak of Midas,Jeweled beak of Midas,Jeweled beak of Midas (Rare),Glistening beak of Midas,Glistening beak of Midas (Rare),Glistening beak of Midas (Legendary),Simple carved rainstick,Carved rainstick,Ornate carved rainstick,Meggnificent carved rainstick,Meggnificent carved rainstick (Epic),Meggnificent carved rainstick (Legendary),Miscalibrated interstellar compass,Interstellar compass,Precise interstellar compass,Precise interstellar compass (Rare),Clairvoyant interstellar compass,Clairvoyant interstellar compass (Rare),Clairvoyant interstellar compass (Epic),Clairvoyant interstellar compass (Legendary),Plain chalice,Polished chalice,Polished chalice (Epic),Jeweled chalice,Jeweled chalice (Rare),Jeweled chalice (Epic),Eggceptional chalice,Eggceptional chalice (Epic),Eggceptional chalice (Legendary),Tattered phoenix feather,Phoenix feather,Brilliant phoenix feather,Brilliant phoenix feather (Rare),Blazing phoenix feather,Blazing phoenix feather (Rare),Blazing phoenix feather (Legendary),Misaligned quantum metronome,Adequate quantum metronome,Adequate quantum metronome (Rare),Perfect quantum metronome,Perfect quantum metronome (Rare),Perfect quantum metronome (Epic),Reggference quantum metronome,Reggference quantum metronome (Rare),Reggference quantum metronome (Epic),Reggference quantum metronome (Legendary),Dilithium monocle,Precise dilithium monocle,Eggsacting dilithium monocle,Flawless dilithium monocle,Flawless dilithium monocle (Epic),Flawless dilithium monocle (Legendary),Inconsistent titanium actuator,Titanium actuator,Precise titanium actuator,Precise titanium actuator (Rare),Reggference titanium actuator,Reggference titanium actuator (Epic),Reggference titanium actuator (Legendary),Ship in a bottle,Detailed ship in a bottle,Complex ship in a bottle,Complex ship in a bottle (Rare),Eggquisite ship in a bottle,Eggquisite ship in a bottle (Rare),Eggquisite ship in a bottle (Epic),Eggquisite ship in a bottle (Legendary),Weak tachyon deflector,Tachyon deflector,Robust tachyon deflector,Robust tachyon deflector (Rare),Book of Basan,Collectors book of Basan,Fortified book of Basan,Fortified book of Basan (Epic),Dim light of Eggendil,Shimmering light of Eggendil,Shimmering light of Eggendil (Rare),Glowing light of Eggendil,Glowing light of Eggendil (Rare),Brilliant light of Eggendil,Brilliant light of Eggendil (Epic),Brilliant light of Eggendil (Legendary),Lunar stone,Eggsquisite lunar stone,Meggnificent lunar stone,Shell stone,Eggsquisite shell stone,Flawless shell stone,Tachyon stone,Eggsquisite tachyon stone,Brilliant tachyon stone,Terra stone,Rich terra stone,Eggceptional terra stone,Soul stone,Eggsquisite soul stone,Radiant soul stone,Dilithium stone,Eggsquisite dilithium stone,Quantum stone,Phased quantum stone,Meggnificent quantum stone,Life stone,Good life stone,Eggceptional life stone,Clarity stone,Eggsquisite clarity stone,Prophecy stone,Eggsquisite prophecy stone,Tiny gold meteorite,Enriched gold meteorite,Solid gold meteorite,Tau Ceti geode piece,Glimmering Tau Ceti geode,Radiant Tau Ceti geode,Solar titanium ore,Solar titanium bar,Solar titanium geogon,Clarity Stone Fragment,Dilithium Stone Fragment,Life Stone Fragment,Lunar Stone Fragment,Prophecy Stone Fragment,Quantum Stone Fragment,Shell Stone Fragment,Soul Stone Fragment,Tachyon Stone Fragment,Terra Stone Fragment
Atreggies,Epic,0,Gold meteorite,0,0,0,5362,847,623,24,7,2,0,0,0,4769,424,767,43,13,2,0,0,0,3544,322,80,3696,189,77,22,0,2032,310,5921,155,88,3,0,0,0,4988,785,113,2127,114,38,10,0,2226,162,5826,960,22,377,17,1,0,2731,56,5430,845,18,0,1,0,2272,289,5485,98,2104,122,40,5,0,3383,532,5224,857,1,0,0,0,0,3051,5833,902,914,38,2,2203,4174,3853,10,0,0,2567,4010,4093,671,60,2,0,0,3079,3854,117,5153,820,123,113,1,0,4510,5674,2736,419,0,0,0,5291,5920,699,1648,254,66,0,0,0,0,6008,5862,1125,0,0,0,6173,5663,879,127,0,0,0,8269,4254,324,55,0,0,0,0,8821,1742,8,1,5639,855,1,0,5191,1650,189,5,1,0,0,0,0,2597,4,0,2330,15,0,2338,0,1025,2678,0,1041,805,2,2476,709,1379,2642,0,1704,1202,0,1906,41,1120,7,35252,142567,5984,0,17656,0,0,15114,383,9104,2331,2911,0,9907,0,0,0,0,2667
Atreggies,Epic,0,Gusset,0,0,0,5107,809,610,35,12,3,0,0,0,4643,425,744,48,10,3,0,0,0,3361,331,94,3559,213,63,12,0,1892,309,5595,155,90,4,0,0,0,4922,819,144,2097,109,37,7,0,2224,183,5697,911,29,394,22,1,8915,19098,482,26366,4244,59,0,0,0,2245,287,5496,100,2083,127,31,6,0,3247,532,4894,811,0,0,0,0,0,3023,5701,829,881,28,2,2234,4142,3910,6,0,0,2459,3913,3966,638,46,1,1,0,2933,3764,105,4916,811,137,85,1,0,4380,5410,2652,451,0,0,0,5193,5762,636,1509,271,51,0,0,0,0,5676,5738,1055,0,0,0,5941,5650,848,156,0,0,0,7917,4074,355,58,0,0,0,0,8624,1722,10,3,5546,837,1,0,4932,1634,192,5,1,0,0,0,0,2542,0,0,2301,15,0,2298,0,1056,2539,0,1045,876,0,2402,669,1337,2413,0,1713,1132,0,1863,51,1079,9,0,24827,1158,0,17166,0,0,14724,405,8809,2196,2971,0,9438,0,0,0,0,2660
Atreggies,Epic,0,Interstellar compass,0,0,0,2808,441,361,15,7,0,0,0,0,2501,224,388,20,3,4,0,0,0,1819,165,50,1954,122,44,10,0,1009,160,3061,69,55,4,1,0,0,2613,402,74,1131,61,20,8,0,1182,86,3099,491,15,191,6,0,0,1436,43,2925,453,9,1,0,0,1204,189,2892,60,1106,64,19,7,0,1802,286,2687,447,0,0,0,0,0,1642,3143,493,444,18,1,1205,2246,2030,5,0,0,5190,9853,10620,1653,143,6,1,0,1614,2030,80,2754,439,72,51,1,0,2408,2908,1397,249,0,0,0,2912,3050,352,907,157,29,0,0,0,0,3061,3022,550,0,0,0,3307,3133,437,66,0,0,0,4468,2274,190,23,0,0,0,0,4534,917,5,0,3025,489,0,0,2679,870,112,5,0,0,0,0,0,1351,0,0,1303,6,0,1274,0,598,1352,0,605,432,1,1325,350,706,1403,0,802,617,0,989,22,666,4,0,13404,650,0,9293,0,0,8211,202,4682,1151,1517,0,5074,0,0,0,0,1343
Atreggies,Epic,0,LUNAR_STONE_FRAGMENT,0,0,0,5,1,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,4,1,0,5,0,0,0,0,2,0,6,0,0,0,0,0,0,10,0,0,1,0,0,0,0,4,1,8,2,0,0,0,0,0,3,0,7,2,0,0,0,0,4,0,6,0,2,1,0,0,0,1,0,4,3,0,0,0,0,0,2,7,1,0,0,0,3,4,5,0,0,0,4,3,1,0,0,0,0,0,4,3,0,4,0,0,0,0,0,5,7,1,0,0,0,0,8,10,1,2,0,0,0,0,0,0,9,6,0,0,0,0,5,7,0,1,0,0,0,8,3,1,0,0,0,0,0,6,2,0,0,8,0,0,0,4,1,1,0,0,0,0,0,0,8,0,0,4,0,0,0,0,1,6,0,1,0,0,4,0,1,3,0,2,0,0,1,0,2,0,0,35,1,0,20,0,0,16,0,8,5,9,19,8,0,0,0,0,6
Atreggies,Epic,0,Life stone,0,0,0,235,21,22,2,1,0,0,0,0,175,14,26,0,1,0,0,0,0,161,11,7,122,15,4,2,0,84,14,236,4,2,1,0,0,0,187,39,3,83,5,2,0,0,93,7,214,44,0,9,1,0,0,92,2,209,34,1,0,0,0,92,12,222,4,82,4,3,1,0,127,27,193,33,0,0,0,0,0,109,240,26,41,0,0,107,156,133,0,0,0,111,155,167,25,1,2,0,0,123,161,4,194,34,4,5,0,0,172,187,123,8,0,0,0,218,201,25,63,6,4,0,0,0,0,248,214,29,0,0,0,252,191,28,7,0,0,0,305,160,10,1,0,0,0,0,339,63,2,0,218,30,0,0,183,71,9,0,0,0,0,0,0,94,1,0,97,1,0,113,0,40,99,0,38,29,1,90,32,56,94,0,95,195,0,75,0,41,0,0,966,48,0,632,0,0,624,15,325,63,110,0,359,0,0,0,0,91
Atreggies,Epic,0,Light of Eggendil,0,0,0,2409,358,276,9,6,0,0,0,0,2153,178,331,27,5,0,0,0,0,1543,151,30,1608,91,28,5,0,911,142,2583,61,47,4,0,0,0,2360,344,51,1026,48,14,3,0,1048,94,2695,455,18,166,14,1,0,1228,31,2471,431,12,0,0,0,1037,135,2477,51,941,45,14,1,0,1487,248,2361,374,0,0,0,0,0,1380,2690,412,401,16,1,1007,1776,1729,1,0,0,1159,1793,1882,281,27,3,0,0,1361,1695,47,2281,352,52,42,0,0,2049,2476,1196,224,0,0,0,2370,2669,316,674,110,21,0,0,0,0,2681,2604,468,0,0,0,2652,2543,361,58,0,0,0,3776,1933,142,22,0,0,0,0,4041,824,5,1,2569,382,0,0,11493,3512,434,21,1,0,0,0,0,1190,3,0,1099,7,0,1080,0,504,1192,0,505,417,2,1134,340,646,1191,0,775,520,0,844,15,495,5,0,11485,558,0,7946,0,0,6920,178,4083,1058,1405,0,4421,0,0,0,0,1162
Atreggies,Epic,0,Lunar stone,0,0,0,20,4,0,1,0,0,0,0,0,15,0,3,0,0,0,0,0,0,15,0,0,17,0,0,0,0,7,1,20,0,1,0,0,0,0,29,3,0,6,0,0,0,0,10,0,23,3,0,3,0,0,0,9,0,14,3,0,0,0,0,8,1,27,1,7,3,0,0,0,13,1,23,3,0,0,0,0,0,10,27,2,0,0,0,4,15,14,0,0,0,10,12,23,3,0,0,0,0,11,16,0,17,2,1,0,0,0,16,20,12,1,0,0,0,18,21,1,6,1,0,0,0,0,0,13,22,8,0,0,0,24,15,2,1,0,0,0,26,12,2,1,0,0,0,0,36,4,0,0,13,4,0,0,26,6,2,0,0,0,0,0,5,39,0,0,9,0,0,8,0,7,8,0,5,3,0,9,3,4,5,0,13,0,0,9,0,1,0,0,80,6,0,65,0,0,53,2,35,10,10,0,43,0,0,0,0,10
Atreggies,Epic,0,Lunar totem,0,0,0,765,117,104,4,1,1,1325,2151,154,4119,382,507,33,9,2,0,0,0,506,31,19,508,28,13,3,0,245,47,834,22,20,0,0,0,0,713,103,17,333,15,6,3,0,316,24,812,137,0,53,5,0,0,383,9,761,105,1,0,0,0,327,47,777,13,301,18,3,0,0,436,87,696,122,0,0,0,0,0,424,841,138,138,5,0,296,633,530,1,0,0,329,564,556,93,11,1,0,0,443,556,17,738,113,19,13,0,0,683,751,367,65,0,0,0,789,863,88,245,33,6,0,0,0,0,789,814,156,0,0,0,780,817,99,13,0,0,0,1177,640,38,6,0,0,0,0,1266,231,1,0,811,134,0,0,758,239,26,0,0,0,0,0,0,398,1,0,321,3,0,329,0,174,341,0,152,126,0,351,108,194,355,0,250,150,0,243,9,155,1,0,3632,166,0,2574,0,0,2138,55,1320,334,427,0,1387,0,0,0,0,383
Atreggies,Epic,0,Mercury's lens,0,0,0,202,37,29,2,2,1,0,0,0,183,15,26,1,0,0,0,0,0,136,20,4,151,3,2,1,0,79,16,242,3,2,1,0,0,0,194,38,7,87,6,1,1,0,99,8,269,32,2,10,3,0,0,115,2,242,30,0,0,0,0,85,14,216,2,92,3,0,0,375,802,148,1053,177,0,0,0,0,0,110,262,37,30,2,0,82,172,165,0,0,0,119,174,145,29,2,0,0,0,126,171,4,197,27,5,6,0,0,186,224,111,15,0,0,0,198,227,25,57,6,3,0,0,0,0,233,230,51,0,0,0,249,218,34,3,0,0,0,314,165,12,1,0,0,0,0,392,83,0,0,233,36,0,0,190,68,6,0,0,0,0,0,0,105,0,0,89,1,0,101,0,42,128,0,52,36,0,90,30,53,112,0,77,47,0,71,3,47,0,0,1001,48,0,704,0,0,633,18,360,91,123,0,388,0,0,0,0,94
Atreggies,Epic,0,Neodymium medallion,0,0,0,242,39,22,1,0,1,0,0,0,232,17,32,2,2,0,0,0,0,138,10,2,128,6,3,0,0,78,10,254,9,4,1,1,0,0,212,42,6,76,7,1,0,0,83,4,275,48,0,10,1,0,0,100,4,215,30,1,0,0,359,706,84,1134,23,419,13,5,9,0,134,29,205,32,0,0,0,0,0,142,284,33,36,1,0,102,170,150,0,0,0,97,183,179,33,2,0,0,0,137,161,6,200,34,3,5,0,0,198,222,135,17,0,0,0,239,244,33,77,11,3,0,0,0,0,237,281,46,0,0,0,264,260,36,6,0,0,0,341,196,15,3,0,0,0,0,412,83,0,0,244,34,0,0,216,60,4,0,0,0,0,0,0,108,0,0,96,2,0,98,0,54,90,0,43,35,0,104,30,47,105,0,77,46,0,76,1,42,0,0,1017,52,0,764,0,0,613,15,362,99,110,0,394,0,0,0,0,109
Atreggies,Epic,0,PROPHECY_STONE_FRAGMENT,0,0,0,230,18,20,2,0,0,0,0,0,213,12,40,1,0,0,0,0,0,119,14,8,170,13,5,0,0,77,13,208,7,5,1,0,0,0,215,33,6,99,5,1,0,0,96,13,231,42,2,15,2,0,0,107,1,217,39,1,0,0,0,90,11,232,5,85,11,1,0,0,131,26,212,33,0,0,0,0,0,136,250,37,30,1,0,105,161,179,1,0,0,100,152,142,26,1,0,0,0,122,176,5,206,36,7,3,0,0,213,217,101,16,0,0,0,216,250,25,54,12,2,0,0,0,0,256,237,45,0,0,0,248,223,26,1,0,0,0,359,154,12,0,0,0,0,0,365,65,0,0,234,27,0,0,203,58,12,1,0,0,0,0,0,100,0,0,84,0,0,75,0,44,113,0,37,33,0,116,21,51,97,0,84,47,0,77,3,43,0,0,1000,42,0,705,0,0,586,18,365,77,120,0,546,0,0,0,0,114
Atreggies,Epic,0,Phoenix feather,0,0,0,2808,438,350,9,4,6,0,0,0,2570,226,427,32,5,1,0,0,0,1912,183,45,2031,104,37,9,0,1103,181,3282,86,56,2,1,0,0,2764,454,73,1194,58,22,10,0,1309,91,3208,520,17,200,6,2,0,1590,31,3018,476,12,0,0,0,1292,190,3093,67,1160,72,22,3,0,1909,269,2908,498,0,0,0,0,0,1717,3194,440,529,19,3,1232,2419,2185,1,0,0,1397,2226,2239,374,29,1,0,0,1754,2148,77,2920,481,66,59,0,0,5689,13823,7558,1196,0,0,0,2965,3220,393,915,138,23,0,0,0,0,3267,3141,640,0,0,0,3329,3221,460,81,0,0,0,4729,2319,181,35,0,0,0,0,4870,956,8,0,3151,510,1,0,2766,930,96,2,1,0,0,0,0,1463,4,0,1278,5,0,1351,0,618,1510,0,610,485,0,1331,381,750,1405,0,975,605,0,1077,23,649,1,0,14159,646,0,9860,0,0,8380,230,4988,1292,1590,0,5622,0,0,0,0,1490
Atreggies,Epic,0,Prophecy stone,0,0,0,9052,1505,1115,46,17,2,0,0,0,8126,727,1250,69,28,6,0,0,0,6044,560,142,6344,323,124,24,0,3315,555,10121,261,134,5,1,0,0,8759,1392,243,3873,201,84,5,0,3919,299,10049,1648,48,649,35,2,0,4753,113,9396,1491,23,0,0,0,3886,526,9792,178,3784,209,47,20,0,5861,912,8911,1467,0,0,0,0,0,5245,10086,1527,1593,62,5,3894,7344,6639,13,0,0,4361,7084,7074,1202,89,3,1,1,5384,6668,177,8921,1466,242,171,5,1,7846,9573,4794,770,0,0,0,9491,10212,1134,2773,441,95,0,0,0,0,10201,10115,1862,0,0,0,10480,10391,1461,207,0,0,0,14448,7552,582,94,0,0,0,0,15080,2999,21,4,9997,1518,5,0,9034,2785,341,8,2,0,0,0,0,4581,5,0,4113,22,0,4027,0,1830,4523,0,1846,1512,4,4330,1160,2375,4385,0,2973,1955,0,3244,95,10011,54,0,44591,2060,0,31007,0,0,26580,719,15870,4076,5055,0,17146,0,0,0,0,4567
Atreggies,Epic,0,Puzzle cube,993,1433,38,3191,542,377,20,4,2,0,0,0,550,52,87,4,3,0,0,0,0,361,30,16,435,19,5,1,0,217,30,675,12,13,0,0,0,0,578,81,10,237,8,3,0,0,270,18,670,110,1,45,4,0,0,304,5,595,104,1,1,0,0,284,37,616,20,247,13,6,1,0,408,55,585,80,0,0,0,0,0,348,622,102,108,6,0,246,442,435,3,0,0,285,451,440,81,3,0,0,0,355,432,7,561,99,22,8,0,1,464,607,314,53,0,0,0,582,635,68,174,29,4,0,0,0,0,646,665,152,0,0,0,672,650,89,16,0,0,0,953,440,32,6,0,0,0,0,959,224,1,0,609,109,0,0,585,165,21,1,0,0,0,0,0,312,0,0,267,0,0,250,0,114,290,0,110,102,0,270,90,151,270,0,172,118,0,240,5,133,0,0,2836,135,0,2011,0,0,1712,52,989,247,315,0,1111,0,0,0,0,279
Atreggies,Epic,0,QUANTUM_STONE_FRAGMENT,0,0,0,7,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,0,0,6,0,0,1,0,0,0,13,0,0,0,0,0,0,3,1,0,3,0,0,0,0,4,0,8,1,0,1,0,0,0,3,1,10,1,0,0,0,0,4,1,9,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,1,7,2,1,0,0,2,10,9,0,0,0,2,10,8,0,0,0,0,0,5,7,1,9,2,0,0,0,0,14,11,4,0,0,0,0,6,11,0,1,0,0,0,0,0,0,6,7,0,0,0,0,9,10,0,0,0,0,0,17,5,0,0,0,0,0,0,7,2,0,0,9,1,0,0,13,4,0,0,0,0,0,0,0,5,0,0,5,0,0,1,0,3,2,0,2,2,0,4,0,4,7,0,3,1,0,0,0,2,0,0,44,1,0,31,0,0,19,0,17,5,3,0,26,12,0,0,0,2
Atreggies,Epic,0,Quantum metronome,0,0,0,5761,921,709,26,12,3,0,0,0,5225,464,834,50,3,3,0,0,0,3993,353,114,4014,224,74,12,0,2204,340,6520,187,108,5,0,0,0,5680,917,128,2443,138,49,8,0,2464,189,6474,1001,26,417,15,2,0,3062,85,5967,1003,9,0,0,0,2556,352,6177,113,2392,125,30,14,0,3734,589,5728,897,0,0,0,0,0,3403,6538,930,1014,47,1,2477,4694,4256,7,0,0,2845,4611,4534,718,65,3,0,0,3401,4323,109,5695,892,135,115,0,1,4919,6235,3013,527,0,0,0,11524,29554,3389,8890,1406,261,0,0,0,0,6485,6229,1206,0,0,0,6632,6405,920,123,0,0,0,9398,4826,383,65,0,0,0,0,9747,1877,14,2,6331,1033,2,0,5736,1787,197,6,4,0,0,0,0,2847,3,0,2584,26,0,2589,0,1239,2879,0,1258,949,2,2746,815,1498,2892,0,1858,1324,0,2125,51,1279,9,0,28259,1338,0,19943,0,0,16883,420,10216,2580,3344,0,10747,0,0,0,0,2942
Atreggies,Epic,0,Quantum stone,0,0,0,137,26,8,0,2,0,0,0,0,132,13,26,3,0,0,0,0,0,111,8,2,97,6,2,1,0,59,16,160,10,5,0,0,0,0,145,34,3,58,2,0,0,0,63,4,182,37,0,13,1,0,0,82,3,178,22,0,0,0,0,76,11,179,0,59,2,0,0,0,95,21,149,18,0,0,0,0,0,81,180,27,21,2,0,59,119,115,0,0,0,62,109,126,28,1,1,0,0,91,100,1,153,32,4,1,0,0,133,162,84,11,0,0,0,161,154,20,45,7,2,0,0,0,0,175,162,34,0,0,0,175,164,19,3,0,0,0,217,145,13,0,0,0,0,0,260,62,1,0,152,20,0,0,151,57,9,1,0,0,0,0,0,73,0,0,78,0,0,73,0,26,88,0,33,25,0,57,16,47,390,0,64,37,0,61,1,29,0,0,788,40,0,532,0,0,427,7,265,83,87,0,329,0,0,0,0,80
Atreggies,Epic,0,SHELL_STONE_FRAGMENT,0,0,0,8,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,0,5,1,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,10,1,0,0,0,0,0,3,0,5,1,0,0,0,0,2,0,8,0,3,0,0,0,0,4,0,7,1,0,0,0,0,0,2,4,1,2,0,0,5,6,7,0,0,0,6,7,5,4,0,0,0,0,1,4,0,6,0,1,0,0,0,6,8,0,1,0,0,0,5,10,1,0,0,0,0,0,0,0,5,2,1,0,0,0,6,7,3,0,0,0,0,10,6,0,0,0,0,0,0,9,1,0,0,6,1,0,0,7,2,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,1,2,0,1,1,0,1,0,2,6,0,2,2,0,2,0,2,0,0,33,1,0,25,0,0,12,1,10,3,5,0,11,0,14,0,0,4
Atreggies,Epic,0,SOUL_STONE_FRAGMENT,0,0,0,27,2,3,0,0,0,0,0,0,20,1,2,0,0,0,0,0,0,18,1,1,13,0,0,0,0,8,1,23,0,0,0,0,0,0,17,2,0,3,0,0,0,0,8,0,18,6,0,0,0,0,0,9,1,14,1,0,0,0,0,8,1,14,0,5,1,0,1,0,12,2,15,2,0,0,0,0,0,6,16,1,1,0,0,8,12,7,0,0,0,5,11,10,3,0,0,0,0,17,16,2,19,5,0,0,0,0,10,31,10,1,0,0,0,14,15,1,4,0,1,0,0,0,0,17,17,5,0,0,0,19,16,3,0,0,0,0,23,12,1,0,0,0,0,0,15,12,0,0,16,7,0,0,17,4,0,0,0,0,0,0,0,14,0,0,6,0,0,6,0,0,5,0,2,6,0,13,4,3,6,0,4,7,0,5,1,5,0,0,96,5,0,59,0,0,43,2,26,7,9,0,37,0,0,30,0,8
Atreggies,Epic,0,Shell stone,0,0,0,38,8,4,0,0,0,0,0,0,31,2,6,0,0,0,0,0,0,22,3,1,32,2,0,0,0,15,1,51,0,1,0,0,0,0,46,6,2,20,3,0,0,0,13,1,39,5,0,2,0,0,0,13,0,46,7,0,0,0,0,15,4,51,0,22,0,0,0,0,21,5,36,10,0,0,0,0,0,27,46,9,6,1,0,16,30,21,0,0,0,20,41,36,5,1,0,0,0,24,25,1,29,7,1,2,0,0,28,44,18,8,0,0,0,45,37,7,10,3,2,0,0,0,0,47,37,13,0,0,0,42,46,4,0,0,0,0,70,24,2,0,0,0,0,0,62,12,0,0,36,7,0,0,45,12,2,0,0,0,0,0,0,23,0,17,93,0,0,24,0,11,12,0,11,1,0,15,6,13,25,0,16,6,0,22,0,12,0,0,213,7,0,135,0,0,128,3,61,18,23,0,67,0,0,0,0,28
Atreggies,Epic,0,Ship in a bottle,0,0,0,989,162,126,6,2,0,0,0,0,896,70,115,10,4,0,0,0,0,720,57,15,664,42,8,1,0,371,59,1128,25,11,0,0,0,0,959,140,16,386,17,8,5,0,409,23,1086,174,4,86,2,1,0,547,14,1047,157,2,0,0,0,428,57,1077,11,400,19,8,1,0,622,81,908,145,0,0,0,0,0,602,1124,166,182,7,1,414,792,700,2,0,0,512,793,806,129,14,2,0,0,589,758,24,988,157,28,12,2,0,878,1006,503,83,0,0,0,977,1022,119,301,49,11,0,0,0,0,1067,1106,222,0,0,0,1172,1156,176,19,0,0,0,2124,3951,310,50,0,0,0,0,1684,335,1,0,1064,185,0,0,965,281,38,2,0,0,0,0,0,491,1,0,433,3,0,439,0,239,525,0,184,164,2,459,118,246,492,0,316,222,0,315,9,214,1,0,4805,242,0,3346,0,0,2954,75,1711,429,578,0,1881,0,0,0,0,520
Atreggies,Epic,0,Solar titanium,0,0,0,412,75,65,5,2,0,0,0,0,415,39,61,4,0,0,0,0,0,324,30,10,318,17,6,0,0,178,28,486,7,6,0,0,0,0,407,64,11,182,10,1,1,0,192,15,492,84,2,26,3,0,0,246,3,446,70,2,0,0,0,191,25,459,5,170,10,2,0,0,273,28,442,55,0,0,0,0,0,242,447,80,75,4,0,214,328,332,0,0,0,211,325,375,57,6,1,0,0,259,313,6,445,67,11,5,1,0,336,485,212,38,0,0,0,485,483,50,112,30,9,0,0,0,0,492,471,102,0,0,0,510,517,77,18,0,0,0,684,340,28,5,0,0,0,0,707,146,0,1,513,65,0,0,445,145,12,1,0,0,0,0,0,224,2,0,183,0,0,198,0,83,187,0,110,75,1,210,50,116,198,0,145,80,0,162,3,96,0,0,2156,103,0,1513,0,1970,6878,169,717,203,249,0,847,0,0,0,0,220
Atreggies,Epic,0,Soul stone,0,0,0,568,84,77,5,0,0,0,0,0,546,40,95,4,3,0,0,0,0,358,37,9,364,22,6,3,0,219,32,660,18,9,0,0,0,0,536,82,19,239,8,2,1,0,225,9,666,114,0,42,1,0,0,286,13,588,127,0,0,1,0,229,37,594,11,206,13,1,1,0,362,61,561,94,0,0,0,0,0,339,633,110,109,2,0,275,434,433,1,0,0,282,471,430,70,9,1,0,0,331,424,14,567,92,13,14,0,0,520,577,292,56,0,0,0,603,627,62,175,27,4,0,0,0,0,680,671,122,0,0,0,650,617,78,10,0,0,0,950,438,38,3,0,0,0,0,950,175,0,2,573,111,0,0,565,199,24,4,0,0,0,0,0,295,0,0,260,0,0,271,0,122,280,0,216,459,1,275,73,152,253,0,179,137,0,199,5,112,1,0,2760,142,0,1877,0,0,1631,55,933,245,320,0,1052,0,0,0,0,278
Atreggies,Epic,0,TACHYON_STONE_FRAGMENT,0,0,0,7,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,5,1,8,0,0,0,0,0,0,5,1,0,1,0,0,0,0,2,0,5,0,0,1,0,0,0,2,0,5,0,0,0,0,0,4,0,11,0,1,0,0,0,0,9,0,9,0,0,0,0,0,0,5,9,0,0,0,0,3,5,4,0,0,0,1,7,8,0,0,0,0,0,3,5,0,6,1,1,0,0,0,2,4,2,1,0,0,0,3,8,0,1,0,1,0,0,0,0,9,6,0,0,0,0,2,8,2,0,0,0,0,13,4,0,0,0,0,0,0,12,5,0,0,8,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,5,0,0,1,0,3,0,2,4,0,8,1,0,1,0,1,0,0,22,1,0,13,0,0,21,0,11,1,1,0,18,0,0,0,16,3
